"Transaction","total","OneItems","TwoItems","ThreeItems","FourItems","CashPay","CreditPay","OnlineWalletPay"
2800,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2801,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2802,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2803,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2804,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2805,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2806,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2807,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2808,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2809,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2810,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2811,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2812,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2813,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2814,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2815,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2816,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2817,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2818,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2819,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2820,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2821,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2822,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2823,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2824,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2825,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2826,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2827,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2828,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2829,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2830,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2831,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2832,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2833,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2834,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2835,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2836,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2837,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2838,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2839,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2840,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2841,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2842,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2843,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2844,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2845,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2846,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2847,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2848,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2849,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2850,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2851,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2852,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2853,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2854,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2855,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2856,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2857,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2858,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2859,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2860,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2861,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2862,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2863,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2865,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2866,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2867,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2868,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2869,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2870,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2871,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2872,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2873,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2874,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2875,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2876,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2877,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2878,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2879,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2880,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2881,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2882,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2884,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2885,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2886,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2887,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2888,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2889,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2890,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2891,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2892,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2893,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2894,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2895,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2896,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2897,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2898,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2899,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2900,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2901,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2902,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2903,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2904,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2905,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2906,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2907,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2908,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2909,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2910,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2911,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2912,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2913,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2914,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2915,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2916,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2917,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2918,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2919,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2920,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2921,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2922,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2923,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2924,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2925,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2926,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2927,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2928,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2929,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2930,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2931,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2932,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2933,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2934,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2935,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2936,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2937,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2938,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2939,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2940,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2941,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2942,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2943,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2944,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2945,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2946,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2948,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2949,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2950,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2951,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2952,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2953,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2954,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2955,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2956,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2957,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2958,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2959,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2960,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2961,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2962,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2963,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2964,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2966,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2967,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2968,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2969,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2970,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2971,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2972,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2973,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2974,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2975,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2976,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2977,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2978,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2979,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2980,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2981,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2982,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2983,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2984,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2985,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2986,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2987,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2988,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2989,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2990,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2991,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2992,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2993,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2994,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2995,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2996,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2997,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2998,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3000,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3001,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3002,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3003,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3004,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3005,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3006,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3007,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3008,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3009,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3010,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3011,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3013,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3015,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3017,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3018,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3019,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3020,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3021,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3022,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3023,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3024,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3025,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3026,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3027,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3028,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3029,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3030,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3031,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3032,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3033,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3034,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3035,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3036,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3037,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3038,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3039,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3040,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3041,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3042,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3043,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3044,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3045,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3046,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3047,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3048,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3049,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3050,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3051,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3052,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3053,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3054,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3055,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3056,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3058,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
3059,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3060,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3061,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3062,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3063,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3064,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3065,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3066,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3067,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3068,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3069,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3070,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3071,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3073,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3074,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3075,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3076,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3077,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3078,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3079,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3080,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3081,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3082,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3083,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3084,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3085,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3086,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3087,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3088,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3089,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3090,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3091,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3092,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3093,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3094,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3095,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3096,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3097,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3098,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3099,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3100,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3101,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3102,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3103,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3104,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3105,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3106,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3107,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3108,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3109,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3110,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3111,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3112,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3113,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3114,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3115,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3116,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3117,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3118,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3119,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3120,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3121,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3122,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3123,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3124,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3125,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3126,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3127,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3128,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3129,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3130,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3131,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3133,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3134,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3135,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3136,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3137,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3138,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3139,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3141,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3142,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3143,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3144,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3145,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3146,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3147,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3148,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3149,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3150,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3151,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3152,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3153,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3154,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
3155,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3156,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3157,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
3158,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
3159,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
