"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Age"
1091,2,0,2,39.34,2,1,1,1,27
1092,7,0,2,19.73,3,0,2,2,28
1093,3,0,2,20.12,2,1,1,1,18
1093,28,0,2,13.78,3,1,1,1,18
1093,24,0,2,20.24,2,1,1,1,18
1094,21,0,2,42.55,1,1,1,1,20
1094,30,0,2,10.13,3,1,1,1,20
1094,10,0,2,26.05,2,1,1,1,20
1094,31,0,2,13.64,3,1,1,1,20
1094,31,0,2,13.64,3,1,1,1,20
1095,13,0,2,28.31,2,1,1,1,19
1096,1,0,2,1.61,4,1,1,1,20
1097,2,0,2,39.34,2,0,3,3,29
1098,10,0,2,26.05,2,1,1,1,21
1099,10,0,2,26.05,2,1,1,1,25
1100,15,0,2,32.91,2,0,3,4,23
1101,2,0,2,39.34,2,1,3,3,25
1102,7,0,2,19.73,3,1,3,2,30
1103,7,0,2,19.73,3,1,3,3,21
1104,9,1,1,43.23,1,1,2,3,22
1104,7,1,1,19.73,3,1,2,3,22
1105,1,1,1,1.61,4,1,1,1,26
1106,1,1,1,1.61,4,1,1,1,25
1106,8,1,1,14.94,3,1,1,1,25
1106,9,1,1,43.23,1,1,1,1,25
1106,7,1,1,19.73,3,1,1,1,25
1107,8,1,1,14.94,3,1,1,1,28
1107,1,1,1,1.61,4,1,1,1,28
1108,7,1,1,19.73,3,1,1,1,22
1108,7,1,1,19.73,3,1,1,1,22
1108,3,1,1,20.12,2,1,1,1,22
1108,1,1,1,1.61,4,1,1,1,22
1108,8,1,1,14.94,3,1,1,1,22
1108,9,1,1,43.23,1,1,1,1,22
1109,7,1,1,19.73,3,1,1,1,25
1110,4,1,1,45.27,1,1,3,3,24
1110,1,1,1,1.61,4,1,3,3,24
1111,9,1,1,43.23,1,0,3,3,29
1112,9,1,1,43.23,1,1,1,1,27
1112,9,1,1,43.23,1,1,1,1,27
1112,1,1,1,1.61,4,1,1,1,27
1114,7,1,1,19.73,3,0,3,3,18
1115,7,1,1,19.73,3,0,3,3,23
1116,1,1,1,1.61,4,1,1,1,18
1117,7,1,1,19.73,3,0,2,3,23
1117,6,1,1,7.18,4,0,2,3,23
1118,9,1,1,43.23,1,1,1,1,20
1118,1,1,1,1.61,4,1,1,1,20
1119,1,1,1,1.61,4,0,3,3,30
1120,1,1,1,1.61,4,1,1,1,27
1120,9,1,1,43.23,1,1,1,1,27
1121,7,1,1,19.73,3,1,1,1,16
1121,8,1,1,14.94,3,1,1,1,16
1121,33,1,1,44.82,1,1,1,1,16
1122,9,1,1,43.23,1,1,1,1,21
1122,2,1,1,39.34,2,1,1,1,21
1123,1,1,1,1.61,4,1,1,1,30
1124,7,1,1,19.73,3,0,3,2,24
1124,6,1,1,7.18,4,0,3,2,24
1125,1,1,1,1.61,4,1,1,1,23
1126,7,1,1,19.73,3,1,1,1,27
1127,9,1,1,43.23,1,1,1,1,18
1127,6,1,1,7.18,4,1,1,1,18
1128,1,1,1,1.61,4,1,2,2,17
1129,7,1,1,19.73,3,1,1,1,17
1130,31,1,1,13.64,3,1,1,1,25
1130,1,1,1,1.61,4,1,1,1,25
1130,2,1,1,39.34,2,1,1,1,25
1131,7,1,1,19.73,3,1,1,1,21
1132,1,1,1,1.61,4,1,1,1,29
1133,9,1,1,43.23,1,0,3,3,18
1134,7,1,1,19.73,3,0,2,4,25
1134,2,1,1,39.34,2,0,2,4,25
1135,7,1,1,19.73,3,1,1,1,28
1135,10,1,1,26.05,2,1,1,1,28
1135,33,1,1,44.82,1,1,1,1,28
1135,45,1,1,42.66,1,1,1,1,28
1135,6,1,1,7.18,4,1,1,1,28
1136,11,1,1,20.11,2,0,2,2,28
1136,7,1,1,19.73,3,0,2,2,28
1137,7,1,1,19.73,3,1,1,1,18
1137,7,1,1,19.73,3,1,1,1,18
1138,31,1,1,13.64,3,1,3,2,17
1138,2,1,1,39.34,2,1,3,2,17
1139,7,1,1,19.73,3,1,1,1,18
1139,9,1,1,43.23,1,1,1,1,18
1139,3,1,1,20.12,2,1,1,1,18
1140,7,1,1,19.73,3,1,1,1,16
1140,6,1,1,7.18,4,1,1,1,16
1140,31,1,1,13.64,3,1,1,1,16
1141,14,1,1,40.82,1,1,2,4,22
1141,7,1,1,19.73,3,1,2,4,22
1141,7,1,1,19.73,3,1,2,4,22
1141,6,1,1,7.18,4,1,2,4,22
1141,33,1,1,44.82,1,1,2,4,22
1142,1,1,1,1.61,4,1,1,1,24
1142,7,1,1,19.73,3,1,1,1,24
1142,9,1,1,43.23,1,1,1,1,24
1142,14,1,1,40.82,1,1,1,1,24
1143,14,1,1,40.82,1,1,1,1,25
1143,2,1,1,39.34,2,1,1,1,25
1144,45,1,1,42.66,1,1,1,1,27
1144,1,1,1,1.61,4,1,1,1,27
1144,7,1,1,19.73,3,1,1,1,27
1145,19,0,1,33.08,2,0,2,3,22
1145,21,0,1,42.55,1,0,2,3,22
1145,7,0,1,19.73,3,0,2,3,22
1145,7,0,1,19.73,3,0,2,3,22
1146,2,0,1,39.34,2,1,3,4,28
1146,32,0,1,27.48,2,1,3,4,28
1147,33,0,1,44.82,1,1,2,2,24
1147,45,0,1,42.66,1,1,2,2,24
1147,7,0,1,19.73,3,1,2,2,24
1147,7,0,1,19.73,3,1,2,2,24
1148,2,0,1,39.34,2,1,1,1,21
1149,27,0,1,45.97,1,1,1,1,27
1150,30,0,1,10.13,3,1,1,1,18
1150,21,0,1,42.55,1,1,1,1,18
1150,7,0,1,19.73,3,1,1,1,18
1150,31,0,1,13.64,3,1,1,1,18
1151,10,0,1,26.05,2,1,1,1,30
1151,16,0,1,28.3,2,1,1,1,30
1151,20,0,1,13.42,3,1,1,1,30
1151,20,0,1,13.42,3,1,1,1,30
1152,45,0,1,42.66,1,1,3,2,20
1153,7,0,1,19.73,3,1,1,1,22
1153,7,0,1,19.73,3,1,1,1,22
1153,6,0,1,7.18,4,1,1,1,22
1153,33,0,1,44.82,1,1,1,1,22
1154,1,0,1,1.61,4,1,1,1,16
1155,42,0,1,3.41,4,1,1,1,29
1155,19,0,1,33.08,2,1,1,1,29
1155,6,0,1,7.18,4,1,1,1,29
1155,7,0,1,19.73,3,1,1,1,29
1156,21,0,1,42.55,1,0,2,3,16
1156,19,0,1,33.08,2,0,2,3,16
1156,33,0,1,44.82,1,0,2,3,16
1156,7,0,1,19.73,3,0,2,3,16
1156,10,0,1,26.05,2,0,2,3,16
1157,3,0,1,20.12,2,1,1,1,27
1157,7,0,1,19.73,3,1,1,1,27
1157,6,0,1,7.18,4,1,1,1,27
1157,31,0,1,13.64,3,1,1,1,27
1158,2,0,1,39.34,2,1,1,1,27
1158,40,0,1,45.79,1,1,1,1,27
1158,10,0,1,26.05,2,1,1,1,27
1158,7,0,1,19.73,3,1,1,1,27
1158,31,0,1,13.64,3,1,1,1,27
1159,1,0,1,1.61,4,0,2,2,26
1160,15,0,1,32.91,2,1,3,2,24
1161,14,0,1,40.82,1,1,1,1,17
1162,14,0,1,40.82,1,1,1,1,26
1163,7,0,1,19.73,3,1,1,1,19
1163,7,0,1,19.73,3,1,1,1,19
1163,33,0,1,44.82,1,1,1,1,19
1163,6,0,1,7.18,4,1,1,1,19
1164,21,0,1,42.55,1,1,1,1,23
1164,7,0,1,19.73,3,1,1,1,23
1164,1,0,1,1.61,4,1,1,1,23
1165,19,0,1,33.08,2,1,2,3,25
1165,1,0,1,1.61,4,1,2,3,25
1165,6,0,1,7.18,4,1,2,3,25
1166,14,0,1,40.82,1,1,1,1,18
1166,1,0,1,1.61,4,1,1,1,18
1166,6,0,1,7.18,4,1,1,1,18
1167,1,0,1,1.61,4,1,1,1,26
1168,1,0,1,1.61,4,1,3,2,28
1168,7,0,1,19.73,3,1,3,2,28
1168,1,0,1,1.61,4,1,3,2,28
1169,14,0,1,40.82,1,1,1,1,16
1170,1,0,1,1.61,4,0,3,2,26
1170,7,0,1,19.73,3,0,3,2,26
1170,6,0,1,7.18,4,0,3,2,26
1170,5,0,1,5.51,4,0,3,2,26
1171,3,0,1,20.12,2,0,3,4,26
1171,7,0,1,19.73,3,0,3,4,26
1172,6,0,1,7.18,4,1,1,1,25
1172,4,0,1,45.27,1,1,1,1,25
1173,7,0,1,19.73,3,1,2,4,27
1173,3,0,1,20.12,2,1,2,4,27
1173,10,0,1,26.05,2,1,2,4,27
1174,7,0,1,19.73,3,0,3,2,23
1174,7,0,1,19.73,3,0,3,2,23
1174,31,0,1,13.64,3,0,3,2,23
1175,10,0,1,26.05,2,1,1,1,19
1175,20,0,1,13.42,3,1,1,1,19
1175,14,0,1,40.82,1,1,1,1,19
1176,1,0,1,1.61,4,1,3,4,20
1176,7,0,1,19.73,3,1,3,4,20
1176,31,0,1,13.64,3,1,3,4,20
1176,5,0,1,5.51,4,1,3,4,20
1177,20,0,1,13.42,3,1,1,1,29
1177,30,0,1,10.13,3,1,1,1,29
1177,1,0,1,1.61,4,1,1,1,29
1177,6,0,1,7.18,4,1,1,1,29
1177,33,0,1,44.82,1,1,1,1,29
1178,7,0,1,19.73,3,1,1,1,19
1178,45,0,1,42.66,1,1,1,1,19
1178,33,0,1,44.82,1,1,1,1,19
1178,31,0,1,13.64,3,1,1,1,19
1179,7,0,1,19.73,3,0,3,3,21
1179,10,0,1,26.05,2,0,3,3,21
1179,1,0,1,1.61,4,0,3,3,21
1180,10,0,1,26.05,2,1,1,1,29
1180,7,0,1,19.73,3,1,1,1,29
1180,6,0,1,7.18,4,1,1,1,29
1180,40,0,1,45.79,1,1,1,1,29
1181,7,0,1,19.73,3,1,1,1,18
1181,31,0,1,13.64,3,1,1,1,18
1182,1,0,1,1.61,4,1,1,1,17
1183,10,0,1,26.05,2,1,1,1,23
1183,3,0,1,20.12,2,1,1,1,23
1183,31,0,1,13.64,3,1,1,1,23
1184,1,0,1,1.61,4,1,1,1,23
1185,31,0,1,13.64,3,1,1,1,25
1185,45,0,1,42.66,1,1,1,1,25
1186,1,0,1,1.61,4,1,1,1,19
1187,1,0,1,1.61,4,1,1,1,24
1187,33,0,1,44.82,1,1,1,1,24
1187,6,0,1,7.18,4,1,1,1,24
1188,7,0,1,19.73,3,1,1,1,28
1188,33,0,1,44.82,1,1,1,1,28
1188,7,0,1,19.73,3,1,1,1,28
1189,1,0,1,1.61,4,1,1,1,19
1189,1,0,1,1.61,4,1,1,1,19
1190,1,0,1,1.61,4,1,2,2,16
1190,31,0,1,13.64,3,1,2,2,16
1190,6,0,1,7.18,4,1,2,2,16
1191,45,0,1,42.66,1,0,2,4,20
1191,19,0,1,33.08,2,0,2,4,20
1192,7,0,1,19.73,3,0,2,3,20
1193,1,0,1,1.61,4,0,2,4,30
1194,7,0,1,19.73,3,0,3,2,16
1194,6,0,1,7.18,4,0,3,2,16
1195,6,0,1,7.18,4,1,1,1,30
1196,16,0,1,28.3,2,1,2,3,28
1197,7,0,1,19.73,3,1,1,1,22
1198,6,0,1,7.18,4,1,3,2,22
1199,1,0,1,1.61,4,1,1,1,28
1200,7,0,1,19.73,3,1,2,4,27
1201,11,1,1,20.11,2,1,1,1,27
1201,7,1,1,19.73,3,1,1,1,27
1201,10,1,1,26.05,2,1,1,1,27
1202,7,1,1,19.73,3,1,1,1,22
1203,7,1,1,19.73,3,1,1,1,18
1203,10,1,1,26.05,2,1,1,1,18
1204,9,1,1,43.23,1,1,1,1,20
1204,7,1,1,19.73,3,1,1,1,20
1205,9,1,1,43.23,1,1,1,1,21
1205,1,1,1,1.61,4,1,1,1,21
1205,7,1,1,19.73,3,1,1,1,21
1205,8,1,1,14.94,3,1,1,1,21
1205,14,1,1,40.82,1,1,1,1,21
1206,1,1,1,1.61,4,1,1,1,17
1206,8,1,1,14.94,3,1,1,1,17
1206,1,1,1,1.61,4,1,1,1,17
1207,9,1,1,43.23,1,1,3,3,25
1207,7,1,1,19.73,3,1,3,3,25
1207,1,1,1,1.61,4,1,3,3,25
1208,8,1,1,14.94,3,1,1,1,30
1209,1,1,1,1.61,4,1,1,1,21
1210,9,1,1,43.23,1,1,1,1,17
1210,8,1,1,14.94,3,1,1,1,17
1210,1,1,1,1.61,4,1,1,1,17
1211,7,1,1,19.73,3,1,1,1,21
1211,40,1,1,45.79,1,1,1,1,21
1212,1,1,1,1.61,4,0,2,4,17
1212,14,1,1,40.82,1,0,2,4,17
1212,4,1,1,45.27,1,0,2,4,17
1212,8,1,1,14.94,3,0,2,4,17
1213,1,1,1,1.61,4,1,3,3,22
1214,7,1,1,19.73,3,1,3,4,25
1214,9,1,1,43.23,1,1,3,4,25
1215,7,1,1,19.73,3,1,2,2,25
1216,10,1,1,26.05,2,1,2,2,21
1216,1,1,1,1.61,4,1,2,2,21
1217,1,1,1,1.61,4,1,1,1,16
1217,8,1,1,14.94,3,1,1,1,16
1218,20,1,1,13.42,3,1,1,1,29
1219,2,1,1,39.34,2,0,3,2,18
1220,7,1,1,19.73,3,1,2,2,18
1220,3,1,1,20.12,2,1,2,2,18
1220,8,1,1,14.94,3,1,2,2,18
1221,1,1,1,1.61,4,1,1,1,19
1221,6,1,1,7.18,4,1,1,1,19
1222,7,1,1,19.73,3,1,1,1,29
1222,40,1,1,45.79,1,1,1,1,29
1223,1,1,1,1.61,4,1,1,1,16
1223,7,1,1,19.73,3,1,1,1,16
1223,9,1,1,43.23,1,1,1,1,16
1224,7,1,1,19.73,3,1,1,1,27
1224,8,1,1,14.94,3,1,1,1,27
1224,1,1,1,1.61,4,1,1,1,27
1225,9,1,1,43.23,1,1,1,1,20
1226,33,1,1,44.82,1,1,1,1,16
1227,6,1,1,7.18,4,0,2,2,25
1228,20,1,1,13.42,3,1,2,2,27
1229,7,1,1,19.73,3,1,1,1,21
1229,1,1,1,1.61,4,1,1,1,21
1230,7,1,1,19.73,3,1,3,4,25
1230,31,1,1,13.64,3,1,3,4,25
1231,7,1,1,19.73,3,1,1,1,29
1231,7,1,1,19.73,3,1,1,1,29
1231,40,1,1,45.79,1,1,1,1,29
1231,1,1,1,1.61,4,1,1,1,29
1232,1,1,1,1.61,4,0,3,3,23
1233,7,1,1,19.73,3,1,3,2,29
1234,7,1,1,19.73,3,1,1,1,18
1234,7,1,1,19.73,3,1,1,1,18
1234,3,1,1,20.12,2,1,1,1,18
1234,9,1,1,43.23,1,1,1,1,18
1235,33,1,1,44.82,1,0,3,4,28
1235,1,1,1,1.61,4,0,3,4,28
1236,1,1,1,1.61,4,1,1,1,21
1237,30,1,1,10.13,3,1,1,1,19
1237,7,1,1,19.73,3,1,1,1,19
1237,7,1,1,19.73,3,1,1,1,19
1238,1,1,1,1.61,4,1,1,1,16
1238,1,1,1,1.61,4,1,1,1,16
1238,33,1,1,44.82,1,1,1,1,16
1239,33,0,1,44.82,1,1,2,2,23
1239,7,0,1,19.73,3,1,2,2,23
1239,1,0,1,1.61,4,1,2,2,23
1240,30,0,1,10.13,3,1,1,1,19
1240,33,0,1,44.82,1,1,1,1,19
1240,3,0,1,20.12,2,1,1,1,19
1240,7,0,1,19.73,3,1,1,1,19
1241,7,0,1,19.73,3,1,3,3,17
1242,1,0,1,1.61,4,1,1,1,28
1242,13,0,1,28.31,2,1,1,1,28
1243,7,0,1,19.73,3,1,1,1,30
1243,7,0,1,19.73,3,1,1,1,30
1244,1,0,1,1.61,4,1,1,1,22
1245,1,0,1,1.61,4,0,2,4,16
1246,7,0,1,19.73,3,0,2,4,18
1247,1,0,1,1.61,4,1,1,1,21
1248,47,0,1,35.77,2,0,2,2,28
1248,41,0,1,35.66,2,0,2,2,28
1248,7,0,1,19.73,3,0,2,2,28
1248,7,0,1,19.73,3,0,2,2,28
1248,16,0,1,28.3,2,0,2,2,28
1249,1,0,1,1.61,4,1,1,1,25
1250,7,0,1,19.73,3,0,3,3,27
1251,20,0,1,13.42,3,1,1,1,20
1251,7,0,1,19.73,3,1,1,1,20
1251,10,0,1,26.05,2,1,1,1,20
1252,33,0,1,44.82,1,0,2,2,18
1252,9,0,1,43.23,1,0,2,2,18
1252,6,0,1,7.18,4,0,2,2,18
1253,1,0,1,1.61,4,0,2,3,17
1254,1,0,1,1.61,4,1,1,1,18
1254,33,0,1,44.82,1,1,1,1,18
1254,6,0,1,7.18,4,1,1,1,18
1254,1,0,1,1.61,4,1,1,1,18
1254,28,0,1,13.78,3,1,1,1,18
1255,33,0,1,44.82,1,1,1,1,19
1255,31,0,1,13.64,3,1,1,1,19
1255,7,0,1,19.73,3,1,1,1,19
1255,1,0,1,1.61,4,1,1,1,19
1256,1,0,1,1.61,4,1,1,1,17
1256,4,0,1,45.27,1,1,1,1,17
1256,48,0,1,22.1,2,1,1,1,17
1257,33,0,1,44.82,1,1,1,1,21
1258,7,0,1,19.73,3,1,1,1,19
1258,20,0,1,13.42,3,1,1,1,19
1259,1,0,1,1.61,4,1,1,1,26
1259,1,0,1,1.61,4,1,1,1,26
1259,40,0,1,45.79,1,1,1,1,26
1259,20,0,1,13.42,3,1,1,1,26
1259,10,0,1,26.05,2,1,1,1,26
1260,7,0,1,19.73,3,1,1,1,24
1260,27,0,1,45.97,1,1,1,1,24
1260,13,0,1,28.31,2,1,1,1,24
1260,1,0,1,1.61,4,1,1,1,24
1260,33,0,1,44.82,1,1,1,1,24
1261,6,0,1,7.18,4,1,1,1,29
1261,7,0,1,19.73,3,1,1,1,29
1261,10,0,1,26.05,2,1,1,1,29
1262,1,0,1,1.61,4,1,1,1,24
1263,1,0,1,1.61,4,1,1,1,26
1264,7,0,1,19.73,3,1,1,1,18
1264,7,0,1,19.73,3,1,1,1,18
1264,10,0,1,26.05,2,1,1,1,18
1264,19,0,1,33.08,2,1,1,1,18
1264,40,0,1,45.79,1,1,1,1,18
1264,1,0,1,1.61,4,1,1,1,18
1265,5,0,1,5.51,4,0,2,4,27
1266,1,0,1,1.61,4,1,1,1,22
1266,24,0,1,20.24,2,1,1,1,22
1267,7,0,1,19.73,3,1,1,1,16
1267,7,0,1,19.73,3,1,1,1,16
1267,15,0,1,32.91,2,1,1,1,16
1267,1,0,1,1.61,4,1,1,1,16
1268,6,0,1,7.18,4,1,1,1,18
1269,7,0,1,19.73,3,1,1,1,20
1269,49,0,1,16.75,3,1,1,1,20
1270,16,0,1,28.3,2,1,1,1,23
1270,6,0,1,7.18,4,1,1,1,23
1270,33,0,1,44.82,1,1,1,1,23
1271,49,0,1,16.75,3,0,3,4,21
1272,49,0,1,16.75,3,1,2,2,17
1273,41,0,1,35.66,2,1,1,1,23
1273,11,0,1,20.11,2,1,1,1,23
1274,15,0,1,32.91,2,1,1,1,22
1274,28,0,1,13.78,3,1,1,1,22
1274,49,0,1,16.75,3,1,1,1,22
1274,6,0,1,7.18,4,1,1,1,22
1275,7,1,2,19.73,3,1,1,1,20
1276,7,1,2,19.73,3,1,1,1,20
1277,10,1,2,26.05,2,1,1,1,18
1277,9,1,2,43.23,1,1,1,1,18
1278,9,1,2,43.23,1,1,1,1,17
1278,7,1,2,19.73,3,1,1,1,17
1279,7,1,2,19.73,3,1,3,4,24
1280,7,1,2,19.73,3,1,1,1,17
1280,9,1,2,43.23,1,1,1,1,17
1281,8,1,2,14.94,3,0,2,3,23
1281,7,1,2,19.73,3,0,2,3,23
1282,40,1,2,45.79,1,0,2,4,24
1282,10,1,2,26.05,2,0,2,4,24
1282,7,1,2,19.73,3,0,2,4,24
1282,7,1,2,19.73,3,0,2,4,24
1283,14,1,2,40.82,1,1,1,1,26
1284,10,1,2,26.05,2,1,1,1,19
1284,45,1,2,42.66,1,1,1,1,19
1285,14,1,2,40.82,1,1,3,4,27
1286,7,1,2,19.73,3,0,3,4,25
1286,40,1,2,45.79,1,0,3,4,25
1287,9,1,2,43.23,1,1,1,1,17
1287,45,1,2,42.66,1,1,1,1,17
1287,10,1,2,26.05,2,1,1,1,17
1288,10,1,2,26.05,2,0,2,4,30
1288,40,1,2,45.79,1,0,2,4,30
1289,9,1,2,43.23,1,1,3,4,16
1289,8,1,2,14.94,3,1,3,4,16
1289,45,1,2,42.66,1,1,3,4,16
1290,8,1,2,14.94,3,1,1,1,24
1291,29,1,2,35.36,2,1,1,1,23
1291,14,1,2,40.82,1,1,1,1,23
1292,7,1,2,19.73,3,1,2,4,26
1292,1,1,2,1.61,4,1,2,4,26
1293,7,1,2,19.73,3,1,2,2,24
1293,45,1,2,42.66,1,1,2,2,24
1294,7,1,2,19.73,3,1,1,1,21
1294,7,1,2,19.73,3,1,1,1,21
1294,49,1,2,16.75,3,1,1,1,21
1295,7,1,2,19.73,3,1,1,1,22
1295,10,1,2,26.05,2,1,1,1,22
1296,7,1,2,19.73,3,1,1,1,25
1296,7,1,2,19.73,3,1,1,1,25
1297,1,1,2,1.61,4,1,3,4,28
1297,1,1,2,1.61,4,1,3,4,28
1298,1,1,2,1.61,4,1,1,1,17
1299,9,1,2,43.23,1,1,3,3,22
1300,1,1,2,1.61,4,1,3,3,22
1301,10,1,2,26.05,2,0,2,3,16
1301,1,1,2,1.61,4,0,2,3,16
1303,13,0,2,28.31,2,1,2,4,29
1303,7,0,2,19.73,3,1,2,4,29
1303,49,0,2,16.75,3,1,2,4,29
1303,6,0,2,7.18,4,1,2,4,29
1304,8,0,2,14.94,3,1,1,1,23
1305,7,0,2,19.73,3,1,1,1,26
1305,40,0,2,45.79,1,1,1,1,26
1306,1,0,2,1.61,4,1,1,1,19
1306,30,0,2,10.13,3,1,1,1,19
1306,10,0,2,26.05,2,1,1,1,19
1307,15,0,2,32.91,2,1,1,1,26
1307,15,0,2,32.91,2,1,1,1,26
1307,1,0,2,1.61,4,1,1,1,26
1307,45,0,2,42.66,1,1,1,1,26
1308,30,0,2,10.13,3,0,2,2,20
1308,7,0,2,19.73,3,0,2,2,20
1309,7,0,2,19.73,3,1,1,1,19
1309,10,0,2,26.05,2,1,1,1,19
1309,45,0,2,42.66,1,1,1,1,19
1310,1,0,2,1.61,4,1,1,1,25
1311,30,0,2,10.13,3,1,1,1,24
1311,7,0,2,19.73,3,1,1,1,24
1311,10,0,2,26.05,2,1,1,1,24
1313,7,0,2,19.73,3,1,1,1,20
1314,30,0,2,10.13,3,1,1,1,21
1314,1,0,2,1.61,4,1,1,1,21
1315,20,0,2,13.42,3,1,1,1,21
1315,20,0,2,13.42,3,1,1,1,21
1315,31,0,2,13.64,3,1,1,1,21
1315,45,0,2,42.66,1,1,1,1,21
1316,19,0,2,33.08,2,0,2,3,24
1316,6,0,2,7.18,4,0,2,3,24
1316,7,0,2,19.73,3,0,2,3,24
1316,7,0,2,19.73,3,0,2,3,24
1317,30,0,2,10.13,3,1,1,1,19
1317,3,0,2,20.12,2,1,1,1,19
1317,7,0,2,19.73,3,1,1,1,19
1317,20,0,2,13.42,3,1,1,1,19
1317,5,0,2,5.51,4,1,1,1,19
1318,1,0,2,1.61,4,1,1,1,26
1318,1,0,2,1.61,4,1,1,1,26
1318,30,0,2,10.13,3,1,1,1,26
1319,14,0,2,40.82,1,0,3,2,29
1320,7,0,2,19.73,3,1,1,1,17
1320,6,0,2,7.18,4,1,1,1,17
1321,2,0,2,39.34,2,1,2,3,20
1321,1,0,2,1.61,4,1,2,3,20
1322,30,0,2,10.13,3,1,1,1,28
1322,21,0,2,42.55,1,1,1,1,28
1322,7,0,2,19.73,3,1,1,1,28
1322,10,0,2,26.05,2,1,1,1,28
1323,14,0,2,40.82,1,1,1,1,18
1324,7,0,2,19.73,3,1,1,1,21
1324,10,0,2,26.05,2,1,1,1,21
1325,21,0,2,42.55,1,1,3,3,18
1325,4,0,2,45.27,1,1,3,3,18
1325,6,0,2,7.18,4,1,3,3,18
1325,7,0,2,19.73,3,1,3,3,18
1326,1,0,2,1.61,4,1,1,1,23
1327,7,0,2,19.73,3,1,3,3,22
1327,21,0,2,42.55,1,1,3,3,22
1328,7,0,2,19.73,3,1,1,1,21
1328,7,0,2,19.73,3,1,1,1,21
1328,6,0,2,7.18,4,1,1,1,21
1329,1,0,2,1.61,4,1,1,1,17
1329,6,0,2,7.18,4,1,1,1,17
1329,49,0,2,16.75,3,1,1,1,17
1330,7,0,2,19.73,3,1,1,1,27
1330,1,0,2,1.61,4,1,1,1,27
1331,7,0,2,19.73,3,1,1,1,23
1332,6,0,2,7.18,4,1,1,1,20
1333,17,0,2,8.21,4,1,3,3,21
1333,1,0,2,1.61,4,1,3,3,21
1333,6,0,2,7.18,4,1,3,3,21
1334,21,0,2,42.55,1,1,3,3,29
1334,30,0,2,10.13,3,1,3,3,29
1334,19,0,2,33.08,2,1,3,3,29
1335,1,0,2,1.61,4,0,3,2,25
1335,30,0,2,10.13,3,0,3,2,25
1336,7,0,2,19.73,3,0,2,2,19
1336,1,0,2,1.61,4,0,2,2,19
1336,7,0,2,19.73,3,0,2,2,19
1336,1,0,2,1.61,4,0,2,2,19
1336,5,0,2,5.51,4,0,2,2,19
1337,1,0,2,1.61,4,1,1,1,20
1337,41,0,2,35.66,2,1,1,1,20
1337,10,0,2,26.05,2,1,1,1,20
1337,3,0,2,20.12,2,1,1,1,20
1338,41,0,2,35.66,2,1,1,1,22
1338,7,0,2,19.73,3,1,1,1,22
1338,3,0,2,20.12,2,1,1,1,22
1338,16,0,2,28.3,2,1,1,1,22
1338,6,0,2,7.18,4,1,1,1,22
1339,3,0,2,20.12,2,0,3,3,18
1339,7,0,2,19.73,3,0,3,3,18
1340,14,0,2,40.82,1,1,1,1,24
1341,14,0,2,40.82,1,1,1,1,28
1341,6,0,2,7.18,4,1,1,1,28
1342,7,1,2,19.73,3,1,2,2,22
1342,9,1,2,43.23,1,1,2,2,22
1343,1,1,2,1.61,4,1,1,1,23
1343,40,1,2,45.79,1,1,1,1,23
1344,7,1,2,19.73,3,1,1,1,28
1345,1,1,2,1.61,4,1,1,1,19
1346,9,1,2,43.23,1,1,1,1,23
1346,10,1,2,26.05,2,1,1,1,23
1346,7,1,2,19.73,3,1,1,1,23
1347,3,1,2,20.12,2,1,1,1,24
1348,7,1,2,19.73,3,1,1,1,22
1349,27,1,2,45.97,1,1,1,1,18
1350,7,1,2,19.73,3,0,2,2,17
1351,14,1,2,40.82,1,1,1,1,26
1352,7,1,2,19.73,3,1,1,1,22
1352,7,1,2,19.73,3,1,1,1,22
1352,40,1,2,45.79,1,1,1,1,22
1352,1,1,2,1.61,4,1,1,1,22
1353,7,1,2,19.73,3,1,1,1,28
1353,45,1,2,42.66,1,1,1,1,28
1354,7,1,2,19.73,3,1,1,1,29
1355,7,1,2,19.73,3,1,1,1,24
1355,10,1,2,26.05,2,1,1,1,24
1355,40,1,2,45.79,1,1,1,1,24
1356,7,1,2,19.73,3,1,1,1,30
1356,40,1,2,45.79,1,1,1,1,30
1357,7,1,2,19.73,3,0,2,4,24
1357,10,1,2,26.05,2,0,2,4,24
1358,7,1,2,19.73,3,1,2,4,26
1359,7,1,2,19.73,3,1,1,1,19
1360,7,1,2,19.73,3,1,1,1,29
1360,1,1,2,1.61,4,1,1,1,29
1361,7,1,2,19.73,3,1,1,1,16
1362,1,1,2,1.61,4,1,2,3,24
1363,14,1,2,40.82,1,1,1,1,24
1364,7,1,2,19.73,3,1,1,1,17
1364,49,1,2,16.75,3,1,1,1,17
1365,10,1,2,26.05,2,1,1,1,29
1365,6,1,2,7.18,4,1,1,1,29
1366,1,1,2,1.61,4,1,1,1,29
1367,7,1,2,19.73,3,1,1,1,18
1367,8,1,2,14.94,3,1,1,1,18
1368,2,1,2,39.34,2,1,1,1,26
1368,7,1,2,19.73,3,1,1,1,26
1368,21,1,2,42.55,1,1,1,1,26
1369,2,1,2,39.34,2,1,1,1,18
1369,8,1,2,14.94,3,1,1,1,18
1369,6,1,2,7.18,4,1,1,1,18
1370,7,0,2,19.73,3,1,2,2,28
1370,8,0,2,14.94,3,1,2,2,28
1371,21,0,2,42.55,1,1,1,1,23
